Entry,Entry name,Status,Protein names,Gene names,Organism,Length,Gene ontology (GO),Ensembl_Genome_Transcript
K1R9M7,K1R9M7_CRAGI,unreviewed,Ras association domain-containing protein 8,CGI_10017472,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),624,signal transduction [GO:0007165],EKC30701
K1Q2S5,K1Q2S5_CRAGI,unreviewed,Guanylate cyclase (EC 4.6.1.2),CGI_10017478,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),527,integral component of membrane [GO:0016021]; intracellular [GO:0005622]; ATP binding [GO:0005524]; guanylate cyclase activity [GO:0004383]; protein tyrosine kinase activity [GO:0004713]; intracellular signal transduction [GO:0035556],EKC30707
K1QEM6,K1QEM6_CRAGI,unreviewed,Serine/threonine-protein kinase Nek9,CGI_10010115,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),627,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],EKC27265
K1Q7J5,K1Q7J5_CRAGI,unreviewed,Uncharacterized protein,CGI_10010114,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),131,,EKC27264
K1R0L6,K1R0L6_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10010111,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),401,,EKC27261
K1PL53,K1PL53_CRAGI,unreviewed,Uncharacterized protein,CGI_10019555,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),262,integral component of membrane [GO:0016021],EKC24797
K1PT00,K1PT00_CRAGI,unreviewed,Uncharacterized protein,CGI_10019550,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1107,nucleic acid binding [GO:0003676],EKC24793
K1QH43,K1QH43_CRAGI,unreviewed,Collagen alpha-1(XII) chain,CGI_10004994,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),898,collagen trimer [GO:0005581]; cysteine-type endopeptidase activity [GO:0004197],EKC20956
K1QJ12,K1QJ12_CRAGI,unreviewed,Conserved oligomeric Golgi complex subunit 6,CGI_10008111,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),641,Golgi transport complex [GO:0017119]; intra-Golgi vesicle-mediated transport [GO:0006891],EKC33778
K1R1E9,K1R1E9_CRAGI,unreviewed,Uncharacterized protein C3orf21-like protein,CGI_10023243,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),371,"integral component of membrane [GO:0016021]; transferase activity, transferring glycosyl groups [GO:0016757]",EKC37344
K1QV44,K1QV44_CRAGI,unreviewed,Disabled-like protein 2-interacting protein,CGI_10023066,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1401,GTPase activator activity [GO:0005096]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell proliferation [GO:0008285]; negative regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030948]; positive regulation of apoptotic process [GO:0043065]; reelin-mediated signaling pathway [GO:0038026],EKC25446
K1PMF9,K1PMF9_CRAGI,unreviewed,Meiosis-specific nuclear structural protein 1,CGI_10000418,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),455,,EKC17640
K1PFN7,K1PFN7_CRAGI,unreviewed,Uncharacterized protein,CGI_10000413,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),323,,EKC17644
K1PSL5,K1PSL5_CRAGI,unreviewed,Uncharacterized protein,CGI_10010107,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),795,,EKC27257
K1QZI2,K1QZI2_CRAGI,unreviewed,Uncharacterized protein,CGI_10019987,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),373,,EKC34275
K1QCE7,K1QCE7_CRAGI,unreviewed,Uncharacterized protein,CGI_10009847,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),876,,EKC31603
K1PZ82,K1PZ82_CRAGI,unreviewed,Collagen alpha-3(VI) chain,CGI_10003195,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2962,collagen trimer [GO:0005581]; calcium ion binding [GO:0005509],EKC21865
K1QLW5,K1QLW5_CRAGI,unreviewed,Extracellular superoxide dismutase [Cu-Zn],CGI_10026148,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),192,metal ion binding [GO:0046872]; oxidation-reduction process [GO:0055114]; superoxide metabolic process [GO:0006801],EKC29820
K1QIQ9,K1QIQ9_CRAGI,unreviewed,UPF0407 protein C2orf39-like protein,CGI_10011641,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),392,,EKC36657
K1QNP9,K1QNP9_CRAGI,unreviewed,Putative deoxyribose-phosphate aldolase,CGI_10017333,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),319,cytoplasm [GO:0005737]; deoxyribose-phosphate aldolase activity [GO:0004139]; deoxyribonucleotide catabolic process [GO:0009264],EKC23171
K1PGZ0,K1PGZ0_CRAGI,unreviewed,Thyroid adenoma-associated protein,CGI_10017334,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1706,,EKC23172
K1QJP8,K1QJP8_CRAGI,unreviewed,TCDD-inducible poly [ADP-ribose] polymerase,CGI_10019246,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),64,NAD+ ADP-ribosyltransferase activity [GO:0003950],EKC31384
K1PU46,K1PU46_CRAGI,unreviewed,Lethal(2) giant larvae-like protein 1,CGI_10007347,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1652,,EKC19885
K1P835,K1P835_CRAGI,unreviewed,Uncharacterized protein,CGI_10007344,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),393,integral component of membrane [GO:0016021],EKC19882
K1QT58,K1QT58_CRAGI,unreviewed,Programmed cell death protein 6,CGI_10019542,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),166,calcium ion binding [GO:0005509],EKC24786
K1R5S7,K1R5S7_CRAGI,unreviewed,Calcium-activated potassium channel subunit alpha-1,CGI_10009814,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1258,voltage-gated potassium channel complex [GO:0008076]; large conductance calcium-activated potassium channel activity [GO:0060072]; voltage-gated potassium channel activity [GO:0005249],EKC29331
K1QKG9,K1QKG9_CRAGI,unreviewed,"Cysteine desulfurase, mitochondrial",CGI_10010415,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),467,cysteine desulfurase activity [GO:0031071]; pyridoxal phosphate binding [GO:0030170]; [2Fe-2S] cluster assembly [GO:0044571],EKC29335
K1R5T0,K1R5T0_CRAGI,unreviewed,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",CGI_10010416,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),509,metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722],EKC29336
K1PSS6,K1PSS6_CRAGI,unreviewed,Uncharacterized protein,CGI_10003068,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),214,integral component of membrane [GO:0016021],EKC21924
K1QJQ3,K1QJQ3_CRAGI,unreviewed,Uncharacterized protein,CGI_10003070,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),154,,EKC21926
K1PSG4,K1PSG4_CRAGI,unreviewed,Uncharacterized protein,CGI_10015422,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),542,integral component of membrane [GO:0016021],EKC27192
K1PQI4,K1PQI4_CRAGI,unreviewed,"Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase)",CGI_10004564,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),310,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; 2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity [GO:0043715]; 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity [GO:0043716]; acireductone synthase activity [GO:0043874]; magnesium ion binding [GO:0000287]; L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]",EKC21094
K1QW29,K1QW29_CRAGI,unreviewed,Uncharacterized protein,CGI_10007884,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),159,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC25771
K1PNV8,K1PNV8_CRAGI,unreviewed,Uncharacterized protein,CGI_10007885,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),340,,EKC25772
K1Q316,K1Q316_CRAGI,unreviewed,WD repeat-containing protein 78,CGI_10007892,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),780,,EKC25779
K1QHN5,K1QHN5_CRAGI,unreviewed,Zinc finger protein Noc,CGI_10004588,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),488,nucleic acid binding [GO:0003676],EKC21101
K1PGX4,K1PGX4_CRAGI,unreviewed,Transformation/transcription domain-associated protein,CGI_10005249,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),3591,histone acetyltransferase complex [GO:0000123]; kinase activity [GO:0016301]; histone acetylation [GO:0016573],EKC20853
K1Q795,K1Q795_CRAGI,unreviewed,BTB/POZ domain-containing protein 3,CGI_10006494,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),398,,EKC32607
K1PPP9,K1PPP9_CRAGI,unreviewed,Uncharacterized protein,CGI_10005181,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),98,integral component of membrane [GO:0016021],EKC20854
K1Q579,K1Q579_CRAGI,unreviewed,Putative apoptosis inhibitor ORF42,CGI_10004715,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),321,integral component of membrane [GO:0016021],EKC26454
K1QY23,K1QY23_CRAGI,unreviewed,Tripartite motif-containing protein 45,CGI_10004468,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),530,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC26451
K1QCD3,K1QCD3_CRAGI,unreviewed,Uncharacterized protein,CGI_10004467,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),362,,EKC26450
K1PQA0,K1PQA0_CRAGI,unreviewed,Uncharacterized protein,CGI_10004469,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1326,,EKC26452
K1Q584,K1Q584_CRAGI,unreviewed,Uncharacterized protein,CGI_10004720,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),965,,EKC26459
K1P964,K1P964_CRAGI,unreviewed,Uncharacterized protein,CGI_10006312,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),874,,EKC20307
K1P959,K1P959_CRAGI,unreviewed,Vacuolar-sorting protein SNF8,CGI_10006279,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),246,ESCRT II complex [GO:0000814]; protein targeting to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328],EKC20302
K1RK50,K1RK50_CRAGI,unreviewed,Uncharacterized protein,CGI_10012941,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),553,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC34591
K1QW93,K1QW93_CRAGI,unreviewed,"Inositol 1,4,5-trisphosphate receptor type 1",CGI_10014763,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1356,integral component of membrane [GO:0016021]; ion channel activity [GO:0005216]; calcium ion transport [GO:0006816],EKC35464
K1RM49,K1RM49_CRAGI,unreviewed,Uncharacterized protein,CGI_10014765,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),245,,EKC35466
K1RM44,K1RM44_CRAGI,unreviewed,Guanine nucleotide-binding protein G(O) subunit alpha,CGI_10014760,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),54,G-protein beta/gamma-subunit complex binding [GO:0031683]; GTPase activity [GO:0003924]; guanyl nucleotide binding [GO:0019001]; signal transducer activity [GO:0004871]; G-protein coupled receptor signaling pathway [GO:0007186],EKC35461
K1QKI1,K1QKI1_CRAGI,unreviewed,Tudor domain-containing protein 1,CGI_10023438,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),730,,EKC34333
K1QZN2,K1QZN2_CRAGI,unreviewed,Tetraspanin,CGI_10023435,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),391,integral component of membrane [GO:0016021],EKC34330
K1QSX8,K1QSX8_CRAGI,unreviewed,ATPase family AAA domain-containing protein 2B,CGI_10023439,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2143,"mitochondrial fatty acid beta-oxidation multienzyme complex [GO:0016507]; 3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; enoyl-CoA hydratase activity [GO:0004300]; chromatin organization [GO:0006325]; fatty acid beta-oxidation [GO:0006635]; regulation of transcription, DNA-templated [GO:0006355]",EKC34334
K1PE26,K1PE26_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10002780,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),240,,EKC22107
K1PKG1,K1PKG1_CRAGI,unreviewed,Uncharacterized protein,CGI_10002767,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),485,,EKC22108
K1R6T3,K1R6T3_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10026067,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),506,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC29681
K1PZN4,K1PZN4_CRAGI,unreviewed,Prostaglandin E2 receptor EP4 subtype,CGI_10026075,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),331,integral component of membrane [GO:0016021]; G-protein coupled receptor activity [GO:0004930],EKC29687
K1QVQ3,K1QVQ3_CRAGI,unreviewed,Uncharacterized protein,CGI_10006264,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),581,integral component of membrane [GO:0016021],EKC33020
K1QVR0,K1QVR0_CRAGI,unreviewed,26S proteasome non-ATPase regulatory subunit 8,CGI_10014835,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),265,proteasome regulatory particle [GO:0005838]; proteolysis [GO:0006508],EKC33025
K1QGM7,K1QGM7_CRAGI,unreviewed,Thrombospondin type-1 domain-containing protein 4,CGI_10014838,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),755,metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270],EKC33028
K1RDX7,K1RDX7_CRAGI,unreviewed,E3 ubiquitin-protein ligase RNF8,CGI_10027918,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),607,ligase activity [GO:0016874]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270],EKC39510
K1S139,K1S139_CRAGI,unreviewed,Uncharacterized protein,CGI_10028685,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),136,,EKC40961
K1QVR5,K1QVR5_CRAGI,unreviewed,Zinc finger MIZ domain-containing protein 1,CGI_10028686,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),915,zinc ion binding [GO:0008270],EKC40962
K1RBC4,K1RBC4_CRAGI,unreviewed,Cyclin G-associated kinase,CGI_10028689,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1383,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],EKC40964
K1QVS1,K1QVS1_CRAGI,unreviewed,ER membrane protein complex subunit 3,CGI_10028692,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),256,integral component of membrane [GO:0016021],EKC40967
K1RBC9,K1RBC9_CRAGI,unreviewed,Transketolase-like protein 2,CGI_10028694,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),695,catalytic activity [GO:0003824]; metabolic process [GO:0008152],EKC40969
K1QWK3,K1QWK3_CRAGI,unreviewed,Uncharacterized protein,CGI_10018704,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),355,,EKC38023
K1QG31,K1QG31_CRAGI,unreviewed,Niemann-Pick C1 protein,CGI_10019265,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),953,integral component of membrane [GO:0016021],EKC35852
K1R783,K1R783_CRAGI,unreviewed,Exonuclease 3'-5' domain-containing protein 2,CGI_10025079,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),860,3'-5' exonuclease activity [GO:0008408]; nucleic acid binding [GO:0003676]; oxidoreductase activity [GO:0016491],EKC41618
K1QXF9,K1QXF9_CRAGI,unreviewed,Acyl-protein thioesterase 2,CGI_10019272,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),217,hydrolase activity [GO:0016787],EKC35859
K1RTU8,K1RTU8_CRAGI,unreviewed,Mpv17-like protein 2,CGI_10018702,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),161,integral component of membrane [GO:0016021],EKC38021
K1RA05,K1RA05_CRAGI,unreviewed,GTP-binding protein RAD,CGI_10018706,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),374,membrane [GO:0016020]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signal transduction [GO:0007165],EKC38025
K1PCD8,K1PCD8_CRAGI,unreviewed,Uncharacterized protein,CGI_10003853,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),317,,EKC21472
K1PIS0,K1PIS0_CRAGI,unreviewed,Adenosine deaminase CECR1,CGI_10003854,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),482,extracellular space [GO:0005615]; deaminase activity [GO:0019239],EKC21473
K1PQ13,K1PQ13_CRAGI,unreviewed,Uncharacterized protein,CGI_10012184,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),408,integral component of membrane [GO:0016021],EKC18495
K1QAI0,K1QAI0_CRAGI,unreviewed,Uncharacterized protein,CGI_10012103,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1208,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC18496
K1PAQ1,K1PAQ1_CRAGI,unreviewed,Uncharacterized protein,CGI_10012106,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),256,,EKC18498
K1PHW2,K1PHW2_CRAGI,unreviewed,Uncharacterized protein,CGI_10012107,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2699,integral component of membrane [GO:0016021]; nucleus [GO:0005634]; calcium ion binding [GO:0005509]; sequence-specific DNA binding [GO:0043565]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156],EKC18499
K1Q403,K1Q403_CRAGI,unreviewed,Plipastatin synthetase subunit D,CGI_10010257,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),568,catalytic activity [GO:0003824]; metabolic process [GO:0008152],EKC26124
K1QX77,K1QX77_CRAGI,unreviewed,G-protein coupled receptor 98,CGI_10013033,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),5027,integral component of membrane [GO:0016021]; G-protein coupled receptor activity [GO:0004930],EKC26126
K1QM63,K1QM63_CRAGI,unreviewed,Mismatch repair endonuclease PMS2,CGI_10001589,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),561,mismatch repair complex [GO:0032300]; endonuclease activity [GO:0004519]; mismatch repair [GO:0006298],EKC22731
K1PMY5,K1PMY5_CRAGI,unreviewed,Uncharacterized protein (Fragment),CGI_10000124,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),177,,EKC17850
K1P1X8,K1P1X8_CRAGI,unreviewed,Uncharacterized protein,CGI_10000122,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),142,,EKC17852
K1PG36,K1PG36_CRAGI,unreviewed,Tripartite motif-containing protein 3,CGI_10000120,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),360,,EKC17854
K1R448,K1R448_CRAGI,unreviewed,5'-nucleotidase,CGI_10025153,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),575,"hydrolase activity, acting on ester bonds [GO:0016788]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; nucleotide catabolic process [GO:0009166]",EKC28636
K1QDR5,K1QDR5_CRAGI,unreviewed,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",CGI_10019875,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),129,"Golgi stack [GO:0005795]; integral component of membrane [GO:0016021]; alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity [GO:0008455]; oligosaccharide biosynthetic process [GO:0009312]",EKC26955
K1PVM7,K1PVM7_CRAGI,unreviewed,Uncharacterized protein,CGI_10006212,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),238,integral component of membrane [GO:0016021],EKC20340
K1PTN5,K1PTN5_CRAGI,unreviewed,Uncharacterized protein,CGI_10007053,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),243,,EKC27602
K1QFJ7,K1QFJ7_CRAGI,unreviewed,Tripartite motif-containing protein 3,CGI_10007051,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),383,,EKC27600
K1PTN8,K1PTN8_CRAGI,unreviewed,Tripartite motif-containing protein 3,CGI_10007058,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),553,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC27607
K1Q8D5,K1Q8D5_CRAGI,unreviewed,Tripartite motif-containing protein 3,CGI_10007055,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),401,,EKC27604
K1Q136,K1Q136_CRAGI,unreviewed,Uncharacterized protein,CGI_10017114,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),241,,EKC27608
K1Q157,K1Q157_CRAGI,unreviewed,Protein PRRC1-A,CGI_10002110,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),318,,EKC22530
K1QGP1,K1QGP1_CRAGI,unreviewed,Replication factor C subunit 2,CGI_10024526,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),344,ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA replication [GO:0006260],EKC30294
A1KYZ5,A1KYZ5_CRAGI,unreviewed,40S ribosomal protein S23,,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),142,small ribosomal subunit [GO:0015935]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],EKC41960
K1RK12,K1RK12_CRAGI,unreviewed,40S ribosomal protein S23,CGI_10028140,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),698,small ribosomal subunit [GO:0015935]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],EKC41960
K1RK17,K1RK17_CRAGI,unreviewed,ADAM 17-like protease,CGI_10028145,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),937,metallopeptidase activity [GO:0008237],EKC41965
K1RXM6,K1RXM6_CRAGI,unreviewed,Crumbs-like protein 2,CGI_10011254,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),767,calcium ion binding [GO:0005509],EKC39756
K1REE5,K1REE5_CRAGI,unreviewed,Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing alpha polypeptide,CGI_10011248,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),994,intracellular [GO:0005622]; kinase activity [GO:0016301]; phosphatidylinositol binding [GO:0035091]; phosphatidylinositol phosphorylation [GO:0046854]; phosphatidylinositol-mediated signaling [GO:0048015],EKC39750
K1RNI9,K1RNI9_CRAGI,unreviewed,Leucine-rich repeat-containing protein 59,CGI_10027278,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),341,integral component of membrane [GO:0016021],EKC43180
K1S6W6,K1S6W6_CRAGI,unreviewed,Metallophosphoesterase domain-containing protein 1,CGI_10027284,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),310,hydrolase activity [GO:0016787],EKC43186
K1P7W5,K1P7W5_CRAGI,unreviewed,Histone H1-delta,CGI_10000402,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),189,nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; nucleosome assembly [GO:0006334],EKC17653
K1PYT9,K1PYT9_CRAGI,unreviewed,Uncharacterized protein,CGI_10003464,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),379,"flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor [GO:0016899]",EKC21700
K1PJA3,K1PJA3_CRAGI,unreviewed,Noggin-2,CGI_10003450,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),246,negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of cell differentiation [GO:0045596],EKC21703
K1R3L1,K1R3L1_CRAGI,unreviewed,C-type lectin isoform 1,CGI_10027739,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),258,integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246],EKC28456
K1PYU4,K1PYU4_CRAGI,unreviewed,Noggin-3,CGI_10003452,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),247,negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of cell differentiation [GO:0045596],EKC21705
K1QMF7,K1QMF7_CRAGI,unreviewed,Uncharacterized protein,CGI_10006956,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),156,,EKC38007
K1QWH6,K1QWH6_CRAGI,unreviewed,Uracil-DNA glycosylase (UDG) (EC 3.2.2.27),CGI_10006951,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),324,mitochondrion [GO:0005739]; nucleus [GO:0005634]; uracil DNA N-glycosylase activity [GO:0004844]; base-excision repair [GO:0006284],EKC38003
K1Q8G3,K1Q8G3_CRAGI,unreviewed,Coiled-coil domain-containing protein 92,CGI_10009426,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),295,,EKC30258
K1PKZ3,K1PKZ3_CRAGI,unreviewed,Transporter,CGI_10008315,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),646,integral component of membrane [GO:0016021]; neurotransmitter:sodium symporter activity [GO:0005328],EKC19499
K1PP94,K1PP94_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10004584,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),854,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC25947
K1RNZ6,K1RNZ6_CRAGI,unreviewed,Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7),CGI_10024813,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1747,eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; mRNA cap binding [GO:0098808]; translation initiation factor activity [GO:0003743]; cap-dependent translational initiation [GO:0002191]; formation of translation preinitiation complex [GO:0001731]; regulation of translational initiation [GO:0006446],EKC36091
K1QY91,K1QY91_CRAGI,unreviewed,Uncharacterized protein,CGI_10024822,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),211,,EKC36099
K1RHY6,K1RHY6_CRAGI,unreviewed,Sigma 1-type opioid receptor,CGI_10022896,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),232,integral component of membrane [GO:0016021],EKC41135
K1PQM5,K1PQM5_CRAGI,unreviewed,Uncharacterized protein,CGI_10011394,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),296,,EKC18720
K1QB18,K1QB18_CRAGI,unreviewed,Uncharacterized protein,CGI_10011395,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),104,,EKC18721
K1PIL3,K1PIL3_CRAGI,unreviewed,cAMP-dependent protein kinase type II regulatory subunit,CGI_10011398,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),369,cAMP-dependent protein kinase complex [GO:0005952]; cAMP binding [GO:0030552]; cAMP-dependent protein kinase regulator activity [GO:0008603]; kinase activity [GO:0016301],EKC18724
K1QZD4,K1QZD4_CRAGI,unreviewed,Apoptosis 2 inhibitor,CGI_10016355,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),396,,EKC42442
K1QNX3,K1QNX3_CRAGI,unreviewed,Pre-mRNA-splicing factor 18,CGI_10015987,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),347,spliceosomal complex [GO:0005681]; RNA splicing [GO:0008380],EKC35588
K1QGH2,K1QGH2_CRAGI,unreviewed,65 kDa Yes-associated protein,CGI_10005646,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),394,,EKC20666
