Entry,Entry name,Status,Protein names,Gene names,Organism,Length,Gene ontology (GO),Ensembl_Genome_Transcript
K1R8J6,K1R8J6_CRAGI,unreviewed,Uncharacterized protein,CGI_10018110,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),247,,EKC37495
K1PWC3,K1PWC3_CRAGI,unreviewed,Tetratricopeptide repeat protein 35,CGI_10008852,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),292,,EKC23324
K1Q375,K1Q375_CRAGI,unreviewed,tRNA guanosine-2'-O-methyltransferase TRM11-like protein,CGI_10008853,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),446,methyltransferase activity [GO:0008168]; nucleic acid binding [GO:0003676],EKC23325
K1QZF7,K1QZF7_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10024707,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),465,,EKC36539
K1QSC9,K1QSC9_CRAGI,unreviewed,Uncharacterized protein,CGI_10024706,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),466,,EKC36538
K1QSC0,K1QSC0_CRAGI,unreviewed,Uncharacterized protein,CGI_10024701,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),443,nucleolus [GO:0005730]; cleavage involved in rRNA processing [GO:0000469],EKC36533
K1QID5,K1QID5_CRAGI,unreviewed,Thyrotroph embryonic factor,CGI_10024700,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),349,"transcription factor activity, sequence-specific DNA binding [GO:0003700]",EKC36532
K1RQC1,K1RQC1_CRAGI,unreviewed,Xanthine dehydrogenase/oxidase,CGI_10024698,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1348,"2 iron, 2 sulfur cluster binding [GO:0051537]; electron carrier activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]; xanthine dehydrogenase activity [GO:0004854]; xanthine oxidase activity [GO:0004855]",EKC36531
K1RQC7,K1RQC7_CRAGI,unreviewed,Uncharacterized protein,CGI_10024704,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),288,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC36536
K1R5R3,K1R5R3_CRAGI,unreviewed,DBH-like monooxygenase protein 2-like protein,CGI_10024703,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1128,"copper ion binding [GO:0005507]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen [GO:0016715]",EKC36535
K1QZF1,K1QZF1_CRAGI,unreviewed,WD repeat-containing protein 92,CGI_10024702,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),355,,EKC36534
K1PNS8,K1PNS8_CRAGI,unreviewed,"Glutaminase kidney isoform, mitochondrial",CGI_10008856,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),543,glutaminase activity [GO:0004359]; glutamine metabolic process [GO:0006541],EKC23328
K1QKJ3,K1QKJ3_CRAGI,unreviewed,Uncharacterized protein,CGI_10010739,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),368,integral component of membrane [GO:0016021]; G-protein coupled receptor activity [GO:0004930],EKC31624
K1QRZ3,K1QRZ3_CRAGI,unreviewed,40S ribosomal protein S13,CGI_10010740,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),151,ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],EKC31625
K1Q4X7,K1Q4X7_CRAGI,unreviewed,Uncharacterized protein,CGI_10010737,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),68,,EKC31622
K1QCF7,K1QCF7_CRAGI,unreviewed,"Myosin light chain kinase, smooth muscle",CGI_10010738,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),349,ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674],EKC31623
K1RC20,K1RC20_CRAGI,unreviewed,Uncharacterized protein,CGI_10010736,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),262,,EKC31621
K1RGP7,K1RGP7_CRAGI,unreviewed,Uncharacterized protein,CGI_10023569,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1222,,EKC42969
K1Q6Q1,K1Q6Q1_CRAGI,unreviewed,Tripartite motif-containing protein 71,CGI_10016112,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),567,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC32442
K1REB7,K1REB7_CRAGI,unreviewed,Kazal-type serine protease inhibitor domain-containing protein 1,CGI_10016111,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),258,extracellular region [GO:0005576]; insulin-like growth factor binding [GO:0005520]; peptidase activity [GO:0008233]; regulation of cell growth [GO:0001558],EKC32441
K1Q6Q3,K1Q6Q3_CRAGI,unreviewed,Lipoma HMGIC fusion partner-like protein,CGI_10016119,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),200,integral component of membrane [GO:0016021],EKC32447
K1S6C4,K1S6C4_CRAGI,unreviewed,Uncharacterized protein,CGI_10023566,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),176,,EKC42966
K1RGP1,K1RGP1_CRAGI,unreviewed,Uncharacterized protein,CGI_10023564,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),4557,intracellular [GO:0005622]; apoptotic process [GO:0006915],EKC42964
K1RDE5,K1RDE5_CRAGI,unreviewed,Uncharacterized protein,CGI_10028456,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),576,integral component of membrane [GO:0016021],EKC41709
K1QAM5,K1QAM5_CRAGI,unreviewed,Low-density lipoprotein receptor-related protein 6,CGI_10019781,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),128,,EKC30978
K1QXR3,K1QXR3_CRAGI,unreviewed,UPF0526 protein C7orf67-like protein,CGI_10028449,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),715,,EKC41702
K1RJA9,K1RJA9_CRAGI,unreviewed,PI-PLC X domain-containing protein 3,CGI_10028452,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),293,phosphoric diester hydrolase activity [GO:0008081]; lipid metabolic process [GO:0006629],EKC41705
K1RDM1,K1RDM1_CRAGI,unreviewed,"Methionine synthase reductase, mitochondrial",CGI_10014431,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),437,oxidoreductase activity [GO:0016491],EKC32196
K1RDL9,K1RDL9_CRAGI,unreviewed,Uncharacterized protein,CGI_10014426,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),104,,EKC32191
K1QE12,K1QE12_CRAGI,unreviewed,Uncharacterized protein,CGI_10014428,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),472,integral component of membrane [GO:0016021],EKC32193
K1Q6A6,K1Q6A6_CRAGI,unreviewed,Programmed cell death protein 7,CGI_10014427,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),379,,EKC32192
K1Q028,K1Q028_CRAGI,unreviewed,Serine/threonine-protein kinase 6,CGI_10010095,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),316,ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; cell cycle [GO:0007049],EKC27283
K1PT96,K1PT96_CRAGI,unreviewed,Metallo-beta-lactamase domain-containing protein 1,CGI_10008012,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),234,,EKC19630
K1Q3P1,K1Q3P1_CRAGI,unreviewed,Caveolin,CGI_10028712,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),212,caveola [GO:0005901]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; caveola assembly [GO:0070836],EKC31087
K1QIU5,K1QIU5_CRAGI,unreviewed,Caveolin,CGI_10028709,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),128,caveola [GO:0005901]; Golgi membrane [GO:0000139]; caveola assembly [GO:0070836],EKC31084
K1QQI7,K1QQI7_CRAGI,unreviewed,Caveolin,CGI_10028710,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),131,caveola [GO:0005901]; Golgi membrane [GO:0000139]; caveola assembly [GO:0070836],EKC31085
K1PEI7,K1PEI7_CRAGI,unreviewed,OTU domain-containing protein 7B,CGI_10007165,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),805,DNA binding [GO:0003677]; zinc ion binding [GO:0008270],EKC19988
K1QEQ2,K1QEQ2_CRAGI,unreviewed,Putative G-protein coupled receptor T27D1.3,CGI_10007162,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),316,integral component of membrane [GO:0016021]; G-protein coupled receptor activity [GO:0004930],EKC19986
K1RKR9,K1RKR9_CRAGI,unreviewed,PR domain zinc finger protein 4,CGI_10027610,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),883,nucleic acid binding [GO:0003676],EKC34901
K1QLZ3,K1QLZ3_CRAGI,unreviewed,"ATP-binding cassette sub-family B member 7, mitochondrial",CGI_10027612,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),668,"integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase activity, coupled to transmembrane movement of substances [GO:0042626]",EKC34903
K1QUF5,K1QUF5_CRAGI,unreviewed,"ATP-binding cassette sub-family B member 7, mitochondrial",CGI_10027613,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),418,"integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase activity, coupled to transmembrane movement of substances [GO:0042626]",EKC34904
K1PSP3,K1PSP3_CRAGI,unreviewed,4-coumarate--CoA ligase-like 7,CGI_10010094,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),193,ligase activity [GO:0016874]; metabolic process [GO:0008152],EKC27282
K1PB10,K1PB10_CRAGI,unreviewed,DDI1-like protein 2,CGI_10011744,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),453,aspartic-type endopeptidase activity [GO:0004190],EKC18588
K1QSV1,K1QSV1_CRAGI,unreviewed,Uncharacterized protein,CGI_10011338,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1369,,EKC32005
K1PB06,K1PB06_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10011758,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),592,,EKC18583
K1P4N7,K1P4N7_CRAGI,unreviewed,DNAation factor subunit beta,CGI_10011743,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),337,cytoplasm [GO:0005737]; nucleus [GO:0005634]; hydrolase activity [GO:0016787]; apoptotic DNA fragmentation [GO:0006309],EKC18587
K1QLQ5,K1QLQ5_CRAGI,unreviewed,Uncharacterized protein,CGI_10008539,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),519,,EKC32009
K1RZV9,K1RZV9_CRAGI,unreviewed,Uncharacterized protein,CGI_10025595,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),207,,EKC40541
K1RGK4,K1RGK4_CRAGI,unreviewed,Villin-1,CGI_10025594,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),819,actin filament binding [GO:0051015]; cytoskeleton organization [GO:0007010],EKC40540
K1Q0S2,K1Q0S2_CRAGI,unreviewed,NUAK family SNF1-like kinase 1,CGI_10010655,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),574,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],EKC30027
K1RZW6,K1RZW6_CRAGI,unreviewed,Neuronal acetylcholine receptor subunit alpha-7,CGI_10025600,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),710,integral component of membrane [GO:0016021]; extracellular ligand-gated ion channel activity [GO:0005230],EKC40546
K1RAA3,K1RAA3_CRAGI,unreviewed,Uncharacterized protein (Fragment),CGI_10025598,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),230,integral component of membrane [GO:0016021],EKC40544
K1RAB1,K1RAB1_CRAGI,unreviewed,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 5",CGI_10025603,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),275,intracellular [GO:0005622]; methyltransferase activity [GO:0008168]; intracellular signal transduction [GO:0035556],EKC40549
K1R468,K1R468_CRAGI,unreviewed,Putative GTP-binding protein RAY-like protein,CGI_10025602,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),187,GTP binding [GO:0005525]; GTPase activity [GO:0003924],EKC40548
K1RJY3,K1RJY3_CRAGI,unreviewed,TRS85-like protein,CGI_10009471,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1464,,EKC34521
K1PPK6,K1PPK6_CRAGI,unreviewed,Uncharacterized protein,CGI_10023382,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1669,membrane [GO:0016020]; calcium ion binding [GO:0005509],EKC26077
K1QBB3,K1QBB3_CRAGI,unreviewed,Methyl-CpG-binding domain protein 4,CGI_10023379,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),826,nucleus [GO:0005634]; DNA binding [GO:0003677]; pyrimidine-specific mismatch base pair DNA N-glycosylase activity [GO:0008263]; DNA repair [GO:0006281],EKC26075
K1QX40,K1QX40_CRAGI,unreviewed,Uncharacterized protein,CGI_10023375,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),148,integral component of membrane [GO:0016021],EKC26071
K1QWT1,K1QWT1_CRAGI,unreviewed,Uncharacterized protein,CGI_10015988,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),409,,EKC35589
K1Q5N2,K1Q5N2_CRAGI,unreviewed,Protein rolling stone,CGI_10027428,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),266,integral component of membrane [GO:0016021],EKC29218
K1QDQ9,K1QDQ9_CRAGI,unreviewed,Uncharacterized protein,CGI_10027430,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),172,,EKC29219
K1PY84,K1PY84_CRAGI,unreviewed,Alpha-mannosidase 2,CGI_10015488,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),243,alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; mannose metabolic process [GO:0006013],EKC29212
K1R5J5,K1R5J5_CRAGI,unreviewed,Nucleolar protein 4,CGI_10027426,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),665,,EKC29216
K1PY88,K1PY88_CRAGI,unreviewed,Protein THEMIS,CGI_10027427,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),727,,EKC29217
K1QK14,K1QK14_CRAGI,unreviewed,Uncharacterized protein,CGI_10027425,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),417,,EKC29215
K1QFE0,K1QFE0_CRAGI,unreviewed,Uncharacterized protein,CGI_10015986,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),451,integral component of membrane [GO:0016021],EKC35587
K1PNW6,K1PNW6_CRAGI,unreviewed,Uncharacterized protein,CGI_10014619,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),91,,EKC18180
K1PAD2,K1PAD2_CRAGI,unreviewed,Uncharacterized protein,CGI_10005465,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),118,integral component of membrane [GO:0016021],EKC20742
K1QUK9,K1QUK9_CRAGI,unreviewed,Migration and invasion-inhibitory protein,CGI_10023242,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),660,negative regulation of cell migration [GO:0030336]; negative regulation of G2/M transition of mitotic cell cycle [GO:0010972],EKC37343
K1QKQ7,K1QKQ7_CRAGI,unreviewed,"Endo-1,3(4)-beta-glucanase 1",CGI_10023241,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1388,"glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group [GO:0052861]",EKC37342
K1RS74,K1RS74_CRAGI,unreviewed,Cell death protein 3,CGI_10023240,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),143,cysteine-type endopeptidase activity [GO:0004197],EKC37341
K1R808,K1R808_CRAGI,unreviewed,Caspase-6,CGI_10023239,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),660,cysteine-type endopeptidase activity [GO:0004197]; regulation of apoptotic process [GO:0042981],EKC37340
K1RS80,K1RS80_CRAGI,unreviewed,Glycolipid transfer protein domain-containing protein 1,CGI_10023245,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),204,cytoplasm [GO:0005737]; glycolipid binding [GO:0051861]; glycolipid transporter activity [GO:0017089],EKC37346
K1R813,K1R813_CRAGI,unreviewed,Glycolipid transfer protein domain-containing protein 1,CGI_10023244,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),215,cytoplasm [GO:0005737]; glycolipid binding [GO:0051861]; glycolipid transporter activity [GO:0017089],EKC37345
K1R1E9,K1R1E9_CRAGI,unreviewed,Uncharacterized protein C3orf21-like protein,CGI_10023243,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),371,"integral component of membrane [GO:0016021]; transferase activity, transferring glycosyl groups [GO:0016757]",EKC37344
K1R1F3,K1R1F3_CRAGI,unreviewed,Uncharacterized protein,CGI_10023249,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),448,,EKC37349
K1Q9S8,K1Q9S8_CRAGI,unreviewed,Natterin-4,CGI_10014620,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),143,,EKC18181
K1PR15,K1PR15_CRAGI,unreviewed,Complement C1q-like protein 4,CGI_10004133,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),123,,EKC21289
K1PZ82,K1PZ82_CRAGI,unreviewed,Collagen alpha-3(VI) chain,CGI_10003195,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2962,collagen trimer [GO:0005581]; calcium ion binding [GO:0005509],EKC21865
K1PDB7,K1PDB7_CRAGI,unreviewed,Alpha-catulin,CGI_10003164,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),349,intracellular [GO:0005622]; actin filament binding [GO:0051015]; cell adhesion [GO:0007155]; Rho protein signal transduction [GO:0007266],EKC21867
K1RQR2,K1RQR2_CRAGI,unreviewed,Putative transporter MCH1,CGI_10020668 CGI_10024957,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),480,integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085],EKC36726
K1QKU7,K1QKU7_CRAGI,unreviewed,Uncharacterized protein,CGI_10002430,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),182,,EKC22341
K1PSK7,K1PSK7_CRAGI,unreviewed,Replication-associated protein,CGI_10024351,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),210,"ATPase activity, uncoupled [GO:0042624]; endodeoxyribonuclease activity, producing 5'-phosphomonoesters [GO:0016888]; nucleotidyltransferase activity [GO:0016779]; DNA replication [GO:0006260]; protein-DNA covalent cross-linking [GO:0018142]",EKC24568
K1Q6X7,K1Q6X7_CRAGI,unreviewed,Uncharacterized protein,CGI_10008581,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),476,"cytoplasm [GO:0005737]; transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]; biosynthetic process [GO:0009058]",EKC24565
K1QSK1,K1QSK1_CRAGI,unreviewed,Tripartite motif-containing protein 56,CGI_10008577,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),590,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC24561
K1Q6X1,K1Q6X1_CRAGI,unreviewed,40S ribosomal protein S3a,CGI_10001663,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),176,ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],EKC24560
K1QZA4,K1QZA4_CRAGI,unreviewed,Uncharacterized protein,CGI_10005600,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),352,,EKC26846
K1QDF7,K1QDF7_CRAGI,unreviewed,Innexin,inx CGI_10005599,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),249,gap junction [GO:0005921]; integral component of membrane [GO:0016021]; ion transport [GO:0006811],EKC26845
K1PYX2,K1PYX2_CRAGI,unreviewed,Uncharacterized protein,CGI_10005597,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),295,thiolester hydrolase activity [GO:0016790]; fatty acid biosynthetic process [GO:0006633],EKC26843
K1Q8F4,K1Q8F4_CRAGI,unreviewed,Uncharacterized protein,CGI_10000520,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),280,,EKC17586
K1PYX7,K1PYX7_CRAGI,unreviewed,Zinc finger protein 64,CGI_10017930,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2175,nucleic acid binding [GO:0003676],EKC26848
K1Q6D5,K1Q6D5_CRAGI,unreviewed,Uncharacterized protein,CGI_10017931,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),261,,EKC26849
K1PEJ4,K1PEJ4_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10002431,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),499,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC22342
K1P0U7,K1P0U7_CRAGI,unreviewed,Uncharacterized protein,CGI_10000915,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),546,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC17397
K1Q2L8,K1Q2L8_CRAGI,unreviewed,Methyltransferase-like protein 5,CGI_10000572,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),222,methyltransferase activity [GO:0008168]; nucleic acid binding [GO:0003676],EKC23090
K1PTV0,K1PTV0_CRAGI,unreviewed,"Beta-1,4-N-acetylgalactosaminyltransferase bre-4",CGI_10002434,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),328,"integral component of membrane [GO:0016021]; transferase activity, transferring glycosyl groups [GO:0016757]; carbohydrate metabolic process [GO:0005975]",EKC22344
K1PQ91,K1PQ91_CRAGI,unreviewed,Uncharacterized protein,CGI_10004808,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),141,,EKC21009
K1PB27,K1PB27_CRAGI,unreviewed,Uncharacterized protein,CGI_10004857,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),217,,EKC21007
K1PQ84,K1PQ84_CRAGI,unreviewed,Fumarylacetoacetate hydrolase domain-containing protein 1,CGI_10004852,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),216,hydrolase activity [GO:0016787]; metabolic process [GO:0008152],EKC21004
K1P734,K1P734_CRAGI,unreviewed,Uncharacterized protein,CGI_10000932,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),101,integral component of membrane [GO:0016021]; response to biotic stimulus [GO:0009607],EKC17393
K1R428,K1R428_CRAGI,unreviewed,Uncharacterized protein,CGI_10003441,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),209,,EKC28606
K1PJF7,K1PJF7_CRAGI,unreviewed,Delta-like protein,CGI_10009832,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),787,integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; multicellular organism development [GO:0007275]; Notch signaling pathway [GO:0007219],EKC19039
K1QRX0,K1QRX0_CRAGI,unreviewed,Uncharacterized protein,CGI_10017867,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),226,integral component of membrane [GO:0016021],EKC33934
K1QYH1,K1QYH1_CRAGI,unreviewed,Gephyrin,CGI_10017868,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),825,Mo-molybdopterin cofactor biosynthetic process [GO:0006777],EKC33935
K1QAZ4,K1QAZ4_CRAGI,unreviewed,Uncharacterized protein,CGI_10017870,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),144,,EKC33937
K1QYG2,K1QYG2_CRAGI,unreviewed,Uncharacterized protein,CGI_10017863,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1133,,EKC33930
K1RI95,K1RI95_CRAGI,unreviewed,Two pore calcium channel protein 1,CGI_10017864,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),842,integral component of membrane [GO:0016021]; ion channel activity [GO:0005216],EKC33931
K1QJH8,K1QJH8_CRAGI,unreviewed,"Amiloride-sensitive cation channel 2, neuronal",CGI_10017871,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),638,integral component of membrane [GO:0016021]; sodium channel activity [GO:0005272],EKC33938
K1PJD5,K1PJD5_CRAGI,unreviewed,Elongator complex protein 2,CGI_10003381,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),755,,EKC21758
K1QC42,K1QC42_CRAGI,unreviewed,Uncharacterized protein,CGI_10009980,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),299,zinc ion binding [GO:0008270],EKC19036
K1RIA6,K1RIA6_CRAGI,unreviewed,Protein hedgehog,CGI_10017874,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1437,cell-cell signaling [GO:0007267],EKC33941
K1QYH7,K1QYH7_CRAGI,unreviewed,Uncharacterized protein,CGI_10017873,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),4159,lipid transporter activity [GO:0005319],EKC33940
K1QDB3,K1QDB3_CRAGI,unreviewed,Cleavage and polyadenylation specificity factor subunit 3,CGI_10017004,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),686,,EKC29039
K1QFP3,K1QFP3_CRAGI,unreviewed,Nucleolar protein 11-like protein,CGI_10018343,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),575,,EKC35692
K1QX08,K1QX08_CRAGI,unreviewed,Uncharacterized protein,CGI_10018346,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),3724,peroxisome [GO:0005777],EKC35694
K1Q639,K1Q639_CRAGI,unreviewed,Receptor-type tyrosine-protein phosphatase T,CGI_10028283,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),899,protein tyrosine phosphatase activity [GO:0004725],EKC26744
K1PVE6,K1PVE6_CRAGI,unreviewed,Uncharacterized protein,CGI_10009308,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),246,3'-5' exonuclease activity [GO:0008408]; nucleic acid binding [GO:0003676],EKC28327
K1R2Z2,K1R2Z2_CRAGI,unreviewed,Methyltransferase-like protein 13,CGI_10020286,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),689,methyltransferase activity [GO:0008168],EKC35520
K1QF56,K1QF56_CRAGI,unreviewed,Chlorophyllide a oxygenase,CGI_10020288,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),463,"integral component of membrane [GO:0016021]; 2 iron, 2 sulfur cluster binding [GO:0051537]; oxidoreductase activity [GO:0016491]",EKC35522
K1QWJ9,K1QWJ9_CRAGI,unreviewed,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,CGI_10020296,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),145,integral component of membrane [GO:0016021]; mitochondrial envelope [GO:0005740]; positive regulation of apoptotic process [GO:0043065],EKC35529
K1QNQ3,K1QNQ3_CRAGI,unreviewed,Sodium/potassium/calcium exchanger 5,CGI_10020295,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),514,integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085],EKC35528
K1QGS6,K1QGS6_CRAGI,unreviewed,Protein kinase kin1,CGI_10021816,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),992,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],EKC30344
K1QBP6,K1QBP6_CRAGI,unreviewed,Ileal sodium/bile acid cotransporter,CGI_10014177,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),479,integral component of membrane [GO:0016021],EKC34232
K1QK88,K1QK88_CRAGI,unreviewed,Tenascin,CGI_10014178,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),158,,EKC34233
K1PXW5,K1PXW5_CRAGI,unreviewed,Uncharacterized protein,CGI_10010056,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),297,,EKC29052
K1QJN0,K1QJN0_CRAGI,unreviewed,Inter-alpha-trypsin inhibitor heavy chain H3,CGI_10010059,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),226,,EKC29055
