Entry,Entry name,Status,Protein names,Gene names,Organism,Length,Gene ontology (GO)
K1Q130,K1Q130_CRAGI,unreviewed,Uncharacterized protein,CGI_10021982,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1500,
K1QRV8,K1QRV8_CRAGI,unreviewed,Uncharacterized protein,CGI_10005994,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),391,integral component of membrane [GO:0016021]
K1QAK7,K1QAK7_CRAGI,unreviewed,High-affinity choline transporter 1,CGI_10019763,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),477,integral component of membrane [GO:0016021]; transporter activity [GO:0005215]; transmembrane transport [GO:0055085]
K1Q380,K1Q380_CRAGI,unreviewed,Monocarboxylate transporter 12,CGI_10008858,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),357,integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]
K1QMQ6,K1QMQ6_CRAGI,unreviewed,Heat shock 70 kDa protein 12A,CGI_10022751,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),618,
K1QM52,K1QM52_CRAGI,unreviewed,Neuronal acetylcholine receptor subunit alpha-10,CGI_10013962,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),395,integral component of membrane [GO:0016021]; extracellular ligand-gated ion channel activity [GO:0005230]
K1QKF1,K1QKF1_CRAGI,unreviewed,Deleted in malignant brain tumors 1 protein,CGI_10027681,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2461,integral component of membrane [GO:0016021]; scavenger receptor activity [GO:0005044]
K1PMV3,K1PMV3_CRAGI,unreviewed,Aminopeptidase O,CGI_10001052,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),697,nucleolus [GO:0005730]; metalloaminopeptidase activity [GO:0070006]; zinc ion binding [GO:0008270]
K1PQX0,K1PQX0_CRAGI,unreviewed,Uncharacterized protein (Fragment),CGI_10001150,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),243,integral component of membrane [GO:0016021]
K1P8C2,K1P8C2_CRAGI,unreviewed,SCO-spondin,CGI_10007192,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),377,integral component of membrane [GO:0016021]
K1QNP0,K1QNP0_CRAGI,unreviewed,Multidrug resistance-associated protein 7,CGI_10016527,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1043,"integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase activity, coupled to transmembrane movement of substances [GO:0042626]"
K1R6G3,K1R6G3_CRAGI,unreviewed,Uncharacterized protein,CGI_10020686,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),371,
K1PTF1,K1PTF1_CRAGI,unreviewed,Matrilin-2,CGI_10007835,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),438,calcium ion binding [GO:0005509]
K1R6B6,K1R6B6_CRAGI,unreviewed,Ladybird homeobox corepressor 1-like protein,CGI_10025515,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),586,DNA binding [GO:0003677]; SMAD binding [GO:0046332]
K1QW88,K1QW88_CRAGI,unreviewed,Neuronal acetylcholine receptor subunit alpha-7,CGI_10009701,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),630,integral component of membrane [GO:0016021]; extracellular ligand-gated ion channel activity [GO:0005230]
K1QJ56,K1QJ56_CRAGI,unreviewed,Putative E3 ubiquitin-protein ligase HERC1,CGI_10003589,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),826,ligase activity [GO:0016874]
K1RAH5,K1RAH5_CRAGI,unreviewed,Toll-like receptor 6,CGI_10025722,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),624,integral component of membrane [GO:0016021]; innate immune response [GO:0045087]; MyD88-dependent toll-like receptor signaling pathway [GO:0002755]; positive regulation of inflammatory response [GO:0050729]; regulation of cytokine secretion [GO:0050707]; response to molecule of bacterial origin [GO:0002237]; toll-like receptor 2 signaling pathway [GO:0034134]
K1Q406,K1Q406_CRAGI,unreviewed,Chitin synthase C,CGI_10009515,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1583,"integral component of membrane [GO:0016021]; transferase activity, transferring hexosyl groups [GO:0016758]"
K1Q9H5,K1Q9H5_CRAGI,unreviewed,Uncharacterized protein,CGI_10017250,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),710,
K1RLF3,K1RLF3_CRAGI,unreviewed,G-protein coupled receptor Mth,CGI_10015721,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),632,integral component of membrane [GO:0016021]; G-protein coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]
K1Q5X8,K1Q5X8_CRAGI,unreviewed,Ankyrin-1,CGI_10008542,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1303,integral component of membrane [GO:0016021]
K1QP32,K1QP32_CRAGI,unreviewed,Putative urea active transporter 1,CGI_10013336,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),775,integral component of membrane [GO:0016021]; urea transmembrane transporter activity [GO:0015204]
K1QYJ5,K1QYJ5_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10004095,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),578,intracellular [GO:0005622]; zinc ion binding [GO:0008270]
K1QFU6,K1QFU6_CRAGI,unreviewed,Protein white,CGI_10010898,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),308,ATP binding [GO:0005524]; ATPase activity [GO:0016887]
K1PY24,K1PY24_CRAGI,unreviewed,B1 bradykinin receptor,CGI_10019750,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),398,integral component of membrane [GO:0016021]; G-protein coupled peptide receptor activity [GO:0008528]
K1R8E2,K1R8E2_CRAGI,unreviewed,Uncharacterized protein,CGI_10028217,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),337,
K1RBS2,K1RBS2_CRAGI,unreviewed,"Transmembrane protease, serine 5",CGI_10027296,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),458,integral component of membrane [GO:0016021]; serine-type endopeptidase activity [GO:0004252]
K1PF50,K1PF50_CRAGI,unreviewed,Uncharacterized protein,CGI_10006512,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),300,enzyme activator activity [GO:0008047]; ganglioside catabolic process [GO:0006689]
K1RDR0,K1RDR0_CRAGI,unreviewed,Potassium voltage-gated channel protein Shaw,CGI_10020038,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),450,voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; protein homooligomerization [GO:0051260]
K1S2E4,K1S2E4_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10009417,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),409,
K1REZ3,K1REZ3_CRAGI,unreviewed,Uncharacterized protein,CGI_10006643,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),243,nucleic acid binding [GO:0003676]
K1QSF8,K1QSF8_CRAGI,unreviewed,Monocarboxylate transporter 14,CGI_10025393,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),521,integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]
K1RVJ4,K1RVJ4_CRAGI,unreviewed,Choline transporter-like protein 1,CGI_10026618,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),643,integral component of membrane [GO:0016021]
K1QQ70,K1QQ70_CRAGI,unreviewed,Protocadherin-11 X-linked,CGI_10009301,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1038,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]
K1PEK7,K1PEK7_CRAGI,unreviewed,Monocarboxylate transporter 9,CGI_10002441,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),577,integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]
